,Unnamed: 0,Partido,Localidad,ADSL,Unnamed: 4,DIALUP,FIBRAOPTICA,4G,Unnamed: 8,TELEFONIAFIJA,Unnamed: 10,SATELITAL
3356,BUENOS AIRES,,,--,--,,,SI,SI,,SI,
3357,,La Plata,La Plata,,,SI,SI,,SI,SI,,SI
3358,,La Plata,La Providencia,--,,--,--,--,,--,--,--
3359,,La Plata,Lisandro Olmos,,,--,--,,,--,--,
3360,BUENOS AIRES,La Plata,Los Hornos,,SI,--,SI,,SI,--,SI,
3361,BUENOS AIRES,,,--,SI,,,SI,SI,,,--
3362,BUENOS AIRES,La Plata,,--,--,--,,--,--,--,,--
3363,BUENOS AIRES,La Plata,,--,SI,--,,SI,SI,SI,--,--
3364,BUENOS AIRES,,Rufino De Elizalde,--,--,,--,SI,SI,,--,
3365,,La Plata,ruta del sol,,--,--,--,,SI,--,,--
3366,,La Plata,ruta del sol,SI,,--,--,SI,,--,,--
3367,BUENOS AIRES,,Tolosa,--,SI,,SI,SI,SI,,--,
3368,BUENOS AIRES,,,--,--,,,SI,SI,,--,SI
3369,BUENOS AIRES,La Plata,Villa Elisa,,SI,--,SI,,SI,SI,,--
3370,,La Plata,Villa Elvira,,,--,SI,,,--,SI,--
3371,BUENOS AIRES,La Plata,,--,--,--,,--,--,--,SI,
3372,BUENOS AIRES,,,--,--,,,SI,SI,,SI,--
3373,BUENOS AIRES,,Pilar,SI,SI,,SI,SI,SI,,SI,SI
3374,BUENOS AIRES,,,SI,SI,--,,SI,SI,SI,,--
3375,,Pilar,Roberto De Vicenzo,--,,--,--,SI,,--,--,--
3376,BUENOS AIRES,Pilar,Santa Teresa,,--,--,--,,SI,--,--,
3377,BUENOS AIRES,,,--,--,,,SI,SI,,,SI
3378,BUENOS AIRES,,Villa Astolfi,--,SI,,SI,SI,SI,,,--
3379,BUENOS AIRES,,,SI,SI,,,SI,SI,SI,SI,--
3380,BUENOS AIRES,,Zelaya,SI,SI,,--,SI,SI,,SI,
3381,BUENOS AIRES,Pinamar,Carilo,,SI,--,--,,,--,--,--
3382,,Pinamar,Ostende,--,,--,--,SI,,--,,--
3383,,Pinamar,Pinamar,,,--,SI,,,SI,--,
3384,BUENOS AIRES,Pinamar,Valeria Del Mar,,SI,--,--,,SI,--,--,--
3385,BUENOS AIRES,,,--,--,,,SI,SI,,,--
3386,BUENOS AIRES,Presidente Perón,,SI,SI,SI,,SI,SI,SI,SI,--
3387,BUENOS AIRES,Puán,17 de Agosto,,--,--,--,,--,SI,--,--
3388,,Puán,Azopardo,--,,--,--,--,,--,--,
3389,BUENOS AIRES,,Bordenave,--,--,,SI,--,--,,SI,SI
3390,BUENOS AIRES,Puán,,SI,SI,SI,,SI,SI,,,--
3391,,Puán,Puán,--,,--,SI,SI,,SI,SI,
3392,,Puán,San Germán,,,--,--,,--,SI,SI,
3393,BUENOS AIRES,Puán,Villa Castelar (Est. Erize),,--,--,--,,--,SI,,--
3394,,Puán,Villa Iris,,,--,SI,,,SI,,--
3395,BUENOS AIRES,Punta Indio,,--,--,--,,--,--,--,--,
3396,BUENOS AIRES,,,--,--,,,--,--,,--,--
3397,,Punta Indio,Pipinas,,,--,--,,,SI,--,--
3398,BUENOS AIRES,Punta Indio,Punta Indio,,--,--,--,,--,SI,,--
3399,,Punta Indio,Verónica,,,--,SI,,,SI,--,
3400,BUENOS AIRES,Quilmes,Bernal,,SI,SI,SI,,SI,SI,--,SI
3401,BUENOS AIRES,,,SI,SI,,,SI,SI,,,--
3402,CATAMARCA,Fray Mamerto Esquiú,,--,--,--,,--,--,--,--,SI
3403,CATAMARCA,Fray Mamerto Esquiú,,--,--,--,,--,--,,SI,--
3404,BUENOS AIRES,,Carlos María Naón,--,--,,--,SI,SI,,--,
3405,,9 de Julio,Dudignac,,--,SI,--,,SI,SI,SI,--
3406,,9 de Julio,La Aurora (Est. La Niña),--,,--,--,SI,,--,,--
3407,BUENOS AIRES,,Manuel B. Gonnet (Est. French),SI,--,,SI,SI,SI,,--,
3408,BUENOS AIRES,,,--,--,,,SI,--,,--,
3409,BUENOS AIRES,9 de Julio,Morea,,--,--,--,,--,--,,--
3410,,9 de Julio,Norumbega,,,--,--,,,SI,,--
3411,BUENOS AIRES,9 de Julio,,SI,--,--,,--,SI,SI,--,
3412,BUENOS AIRES,,,--,--,,,SI,SI,,SI,
3413,BUENOS AIRES,,Carhué,SI,--,,SI,SI,SI,,SI,--
3414,BUENOS AIRES,,,--,--,,,SI,--,SI,,--
3415,,Adolfo Alsina,Delfín Huergo,--,,--,--,--,,--,--,
3416,BUENOS AIRES,Adolfo Alsina,Espartillar,,--,--,--,,--,--,--,
3417,BUENOS AIRES,,,--,--,,,--,--,,,--
3418,BUENOS AIRES,,La Pala,--,--,,--,--,--,,--,--
3419,BUENOS AIRES,,,--,--,,SI,SI,SI,,SI,
3420,BUENOS AIRES,Escobar,,SI,SI,--,,SI,SI,SI,SI,
3421,,Escobar,Loma Verde,--,,--,SI,SI,,--,,--
3422,BUENOS AIRES,Escobar,Maquinista F. Savio (este),,SI,--,SI,,SI,SI,SI,--
3423,,Escobar,Matheu,,,--,SI,,,SI,SI,
3424,,Escobar,Puerto Paraná,--,,--,--,SI,,--,--,
3425,BUENOS AIRES,,,SI,SI,,,SI,SI,,,--
3426,BUENOS AIRES,,Canning,SI,SI,,SI,SI,SI,,,--
3427,,Fray Mamerto Esquiú,Collagasta,--,,--,--,--,,--,--,
3428,CATAMARCA,Fray Mamerto Esquiú,El Hueco,,--,--,SI,,,--,--,--
3429,BUENOS AIRES,Adolfo Alsina,,--,--,--,,SI,--,SI,,--
3430,BUENOS AIRES,,Thames,--,--,,--,--,--,,--,--
3431,BUENOS AIRES,Adolfo Alsina,Villa Margarita,,--,--,--,,--,--,--,
3432,,Adolfo Alsina,Yutuyaco,,,--,--,--,,--,--,--
3433,,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),SI,,SI,SI,SI,,SI,SI,--
3434,,Adolfo Gonzales Chaves,De la Garma,,,--,SI,,,SI,,--
3435,BUENOS AIRES,,Juan E. Barra,--,--,,--,--,--,,SI,--
3436,BUENOS AIRES,,,--,--,,,SI,SI,,SI,
3437,BUENOS AIRES,Alberti,Alberti (Est. Andrés Vaccarezza),,,SI,SI,,SI,SI,,--
3438,,Alberti,Coronel Seguí,--,,--,--,--,,--,,--
3439,BUENOS AIRES,Alberti,Mechita,,--,--,--,,SI,--,--,--
3440,,Alberti,Pla,--,,--,--,,,SI,--,
3441,BUENOS AIRES,Alberti,,--,--,--,,SI,SI,--,--,--
3442,BUENOS AIRES,,Villa María,--,--,,--,--,--,,,--
3443,BUENOS AIRES,,Villa Ortiz (Est. Coronel Mom),--,--,,--,SI,SI,,--,
3444,MISIONES,,,--,--,,,--,--,,--,--
3445,,Apóstoles,San José,SI,,--,SI,SI,,SI,,--
3446,,Almirante Brown,Adrogué,,,SI,SI,,,SI,SI,SI
3447,BUENOS AIRES,Almirante Brown,,SI,SI,SI,,SI,SI,SI,SI,
3448,BUENOS AIRES,,Claypole,SI,SI,,SI,SI,SI,,SI,
3449,,Almirante Brown,Don Orione,--,,--,--,SI,,--,,--
3450,BUENOS AIRES,Almirante Brown,Glew,,SI,SI,SI,,SI,SI,,--
3451,BUENOS AIRES,,Jose Mármol,--,SI,,,SI,SI,,SI,
3452,CATAMARCA,Fray Mamerto Esquiú,,--,--,--,,--,SI,--,SI,
3453,BUENOS AIRES,,,SI,SI,,,SI,SI,,,--
3454,BUENOS AIRES,,Malvinas Argentinas,SI,SI,,SI,SI,SI,,SI,--
3455,,Almirante Brown,Ministro Rivadavia,,,SI,SI,,,SI,SI,
3456,,Almirante Brown,Rafael Calzada,SI,,SI,SI,SI,,SI,SI,
3457,BUENOS AIRES,,San Francisco Solano,SI,SI,,SI,SI,SI,,SI,--
3458,BUENOS AIRES,,,SI,SI,SI,,SI,SI,SI,,SI
3459,MISIONES,Apóstoles,,--,--,--,,--,--,--,--,
3460,MISIONES,,,--,--,,,SI,--,,--,
3461,BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,,--,--,--,,--,--,SI,SI
3462,,Exaltación de la Cruz,Parada Robles - Pavón,,,--,SI,,,SI,,--
3463,,Ezeiza,Aeropuerto Internacional Ezeiza,SI,,SI,SI,SI,,SI,--,
3464,BUENOS AIRES,Ezeiza,Canning,,SI,SI,SI,,,SI,SI,
3465,BUENOS AIRES,,Carlos Spegazzini,SI,SI,,SI,SI,SI,,,SI
3466,BUENOS AIRES,Ezeiza,,SI,SI,,,SI,SI,SI,,SI
3467,,Ezeiza,La Unión,,,--,SI,,,SI,--,SI
3468,,Eldorado,Nueva Delicia,--,,--,--,--,,--,--,
3469,MISIONES,,,--,--,,,--,--,,--,--
3470,BUENOS AIRES,Ezeiza,,SI,SI,SI,,SI,SI,SI,,--
3471,,Florencio Varela,Bosques,,,SI,SI,,,SI,SI,--
3472,BUENOS AIRES,Florencio Varela,El Tropezon,,--,--,--,,SI,--,--,
3473,,Florencio Varela,Estanislao Severo Zeballos,,,SI,SI,,SI,SI,,--
3474,,Florencio Varela,Florencio Varela,SI,,SI,SI,SI,,SI,SI,SI
3475,BUENOS AIRES,Florencio Varela,,SI,SI,SI,,SI,SI,,--,
3476,BUENOS AIRES,,Ingeniero Juan Allan,SI,SI,,SI,SI,SI,,--,--
3477,,Florencio Varela,La Capilla,--,,--,SI,SI,,SI,,--
3478,,La Plata,Villa Parque Sicardi,,,--,--,,,--,,--
3479,,Lanús,Gerli,SI,,SI,SI,SI,,SI,--,
3480,,Lanús,Lanús Este,,SI,SI,SI,,SI,SI,SI,SI
3481,BUENOS AIRES,,Lanús Oeste,--,SI,,SI,SI,SI,,,--
3482,BUENOS AIRES,Lanús,,SI,SI,SI,,SI,SI,SI,--,--
3483,BUENOS AIRES,Lanús,,SI,SI,SI,,SI,SI,SI,SI,--
3484,BUENOS AIRES,,,SI,SI,,,SI,SI,,SI,
3485,BUENOS AIRES,Laprida,Laprida,,SI,--,SI,,SI,SI,--,--
3486,,Laprida,Pueblo Nuevo,,,--,--,,,--,,--
3487,BUENOS AIRES,,Pueblo San Jorge,--,--,,--,--,--,,SI,
3488,BUENOS AIRES,Las Flores,,--,--,--,,--,--,--,SI,
3489,BUENOS AIRES,Las Flores,El Trigo,,--,--,SI,,--,--,,--
3490,,Las Flores,Las Flores,SI,,--,SI,SI,,SI,SI,--
3491,BUENOS AIRES,,,--,--,--,,SI,SI,--,SI,
3492,BUENOS AIRES,,Alberdi Viejo,SI,--,,--,SI,SI,,SI,
3493,BUENOS AIRES,,,--,--,,,--,--,,,SI
3494,BUENOS AIRES,Leandro N. Alem,,--,--,--,,--,--,--,,--
3495,,Leandro N. Alem,Juan Bautista Alberdi (Est. Alberdi),,,--,SI,,,SI,SI,--
3496,BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,,SI,--,--,,SI,--,SI,
3497,BUENOS AIRES,Leandro N. Alem,,SI,--,--,,SI,SI,SI,,SI
3498,CATAMARCA,,Pomancillo Este,--,--,,,--,--,,--,--
3499,BUENOS AIRES,,Villa La Florida,SI,SI,,SI,SI,SI,,SI,
3500,BUENOS AIRES,,,--,--,,,--,--,SI,--,
3501,,Ramallo,Las Bahamas,--,,--,--,SI,,--,,--
3502,BUENOS AIRES,Ramallo,Pérez Millán,,--,--,SI,,,SI,,--
3503,BUENOS AIRES,Ramallo,Ramallo,,SI,--,SI,,SI,SI,SI,SI
3504,,Ramallo,Villa General Savio (Est. Sánchez),,,--,--,,,--,--,
3505,BUENOS AIRES,Ramallo,,SI,SI,--,,SI,SI,SI,,--
3506,BUENOS AIRES,,,SI,--,,,SI,SI,,,SI
3507,,Rivadavia,América,SI,,--,SI,SI,,SI,SI,
3508,BUENOS AIRES,Rivadavia,Fortín Olavarría,,--,--,SI,,SI,--,--,--
3509,BUENOS AIRES,Rivadavia,,--,--,--,,SI,SI,,,--
3510,BUENOS AIRES,,Mira Pampa,--,--,,--,--,--,,--,--
3511,,Rivadavia,Roosevelt,,,--,--,,--,SI,--,
3512,,Rivadavia,San Mauricio,--,,--,--,--,,--,--,--
3513,,Rivadavia,Sansinena,,,--,SI,,,SI,SI,--
3514,BUENOS AIRES,Rivadavia,Sundblad,,--,--,--,,--,--,,--
3515,BUENOS AIRES,,,--,--,,,--,--,,--,--
3516,BUENOS AIRES,Rojas,,--,--,--,,--,--,--,--,
3517,BUENOS AIRES,Rojas,Las Carabelas,,--,--,SI,,--,SI,,SI
3518,,Rojas,Los Indios,,,--,--,,,--,,--
3519,,Rojas,Rafael Obligado,--,,--,--,SI,,--,SI,
3520,,Rojas,Roberto Cano,,,--,--,,,--,--,--
3521,BUENOS AIRES,,Rojas,SI,SI,,SI,SI,SI,,,--
3522,BUENOS AIRES,,,--,--,,,--,--,,--,--
3523,BUENOS AIRES,Rojas,,--,--,--,,--,--,--,--,--
3524,BUENOS AIRES,,Villa Parque Cecir,--,--,,--,--,--,,--,
3525,BUENOS AIRES,Roque Pérez,Carlos Beguerie,,--,--,--,,--,SI,SI,--
3526,,Fray Mamerto Esquiú,Pomancillo Oeste,,,--,--,--,,--,,--
3527,CATAMARCA,,,--,--,,,SI,SI,,--,
3528,BUENOS AIRES,Arrecifes,,SI,SI,SI,,SI,SI,SI,SI,
3529,,Arrecifes,Todd,,,--,SI,,,SI,,--
3530,,Arrecifes,Viña,SI,,--,--,SI,,--,,--
3531,BUENOS AIRES,,,--,--,,,SI,SI,,--,
3532,BUENOS AIRES,,Avellaneda,SI,SI,,SI,SI,SI,,SI,SI
3533,BUENOS AIRES,,,--,SI,,SI,SI,SI,,,--
3534,BUENOS AIRES,Avellaneda,,SI,SI,--,,SI,SI,SI,,--
3535,,Avellaneda,Gerli,--,,--,SI,SI,,SI,--,
3536,BUENOS AIRES,Florencio Varela,Villa Brown,,SI,--,SI,,SI,--,--,
3537,BUENOS AIRES,Florencio Varela,,--,SI,--,,SI,SI,--,,--
3538,BUENOS AIRES,,,SI,SI,,,SI,SI,,--,--
3539,BUENOS AIRES,,,SI,SI,,,SI,SI,,--,
3540,BUENOS AIRES,,Blaquier,--,--,,--,SI,SI,,SI,
3541,,Florentino Ameghino,Florentino Ameghino,,,--,SI,,,SI,,--
3542,,Florentino Ameghino,Porvenir,--,,--,--,--,,--,,--
3543,,General Alvarado,Centinela del Mar,--,,--,--,--,,--,SI,
3544,BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,,--,SI,SI,,SI,SI,SI,SI
3545,BUENOS AIRES,,Mar del Sur,--,--,,,SI,SI,,,--
3546,BUENOS AIRES,General Alvarado,,SI,--,--,,SI,SI,SI,,--
3547,CATAMARCA,Paclín,La Viña,,--,--,--,,--,--,SI,--
3548,,Paclín,Las Lajas,,,--,--,,,--,--,
3549,CATAMARCA,,Monte Potrero,--,--,,--,SI,SI,,--,--
3550,BUENOS AIRES,,,--,--,,,SI,SI,,,--
3551,,Lincoln,Bayauca,--,,--,--,SI,,SI,SI,--
3552,,Lincoln,Bermúdez,,,--,--,,,--,--,
3553,BUENOS AIRES,Lincoln,Carlos Salas,,--,--,--,,--,--,,--
3554,,Lincoln,Coronel Martínez de Hoz (Ap. Kilómetro 322),SI,,--,--,,,SI,--,--
3555,BUENOS AIRES,Lincoln,,--,--,SI,,SI,SI,SI,--,
3556,BUENOS AIRES,,Las Toscas,SI,--,,--,--,--,,--,--
3557,,Lincoln,Lincoln,,,SI,SI,,,SI,,--
3558,BUENOS AIRES,Lincoln,Pasteur,,--,--,--,,SI,SI,,SI
3559,,Lincoln,Roberts,,,SI,SI,,SI,SI,--,--
3560,,Lincoln,Triunvirato,--,,--,--,--,,--,--,
3561,BUENOS AIRES,Lobería,,--,--,--,,SI,SI,,SI,--
3562,BUENOS AIRES,,Licenciado Matienzo,--,--,,--,--,--,,,--
3563,BUENOS AIRES,,,SI,--,,,SI,SI,,SI,
3564,BUENOS AIRES,Lobería,,--,--,--,,SI,--,SI,SI,--
3565,,Roque Pérez,Roque Pérez,,,SI,SI,,,SI,,--
3566,BUENOS AIRES,Saavedra,Arroyo Corto,,--,--,SI,,--,SI,--,--
3567,BUENOS AIRES,Saavedra,,--,--,--,,--,--,--,--,
3568,BUENOS AIRES,,Dufaur,--,--,,--,--,--,,--,
3569,,Saavedra,Espartillar,--,,--,SI,SI,,SI,,--
3570,BUENOS AIRES,Saavedra,Goyena,,--,--,SI,,,--,,--
3571,BUENOS AIRES,,Las Encadenadas,--,--,,--,--,--,,--,--
3572,BUENOS AIRES,,,--,--,,,SI,SI,SI,--,
3573,BUENOS AIRES,Saavedra,,--,--,--,,SI,SI,SI,,--
3574,BUENOS AIRES,,,--,--,,,--,SI,,,SI
3575,BUENOS AIRES,Saladillo,Blaquier,,--,--,--,,--,--,--,
3576,,Saladillo,Cazón,,,--,SI,,,SI,--,
3577,BUENOS AIRES,,,--,--,,,SI,--,,SI,--
3578,BUENOS AIRES,Saladillo,,--,--,--,,--,--,--,,--
3579,MISIONES,,,--,--,,,--,--,,--,
3580,MISIONES,Eldorado,,--,--,--,,SI,--,--,--,--
3581,,COMUNA 03,SAN CRISTOBAL,,,SI,SI,,,SI,,SI
3582,CATAMARCA,Tinogasta,Fiambalá,,--,--,SI,,SI,SI,,SI
3583,CATAMARCA,Tinogasta,La Puntilla,,--,--,--,,--,--,--,
3584,,Tinogasta,La Ramadita,--,,--,--,--,,--,--,
3585,CATAMARCA,,,--,--,--,,--,--,--,--,--
3586,CATAMARCA,,Medanitos,--,--,,--,SI,--,,,--
3587,,Tinogasta,Palo Blanco,--,,--,--,--,,--,--,
3588,,Tinogasta,Pampa Blanca,,,--,--,,,--,--,--
3589,CATAMARCA,Tinogasta,,--,--,--,,--,--,--,,--
3590,CATAMARCA,,,--,--,,,--,--,,--,--
3591,CATAMARCA,Tinogasta,Tatón,,--,--,--,,--,--,--,
3592,,COMUNA 09,LINIERS,,,SI,SI,,,SI,SI,SI
3593,,Punilla,Capilla del Monte,SI,,--,--,SI,,SI,SI,--
3594,,Punilla,Casa Grande,,--,--,--,,--,--,,--
3595,CORDOBA,,Charbonier,--,--,,--,--,--,,SI,--
3596,CORDOBA,Punilla,,SI,SI,--,,SI,SI,SI,SI,
3597,,Punilla,Cuesta Blanca,,,--,--,,,--,,--
3598,,Punilla,Estancia Vieja,--,,--,--,SI,,--,,--
3599,,Punilla,Huerta Grande,--,,--,SI,SI,,SI,SI,--
3600,CABA,COMUNA 12,COGHLAN,,SI,SI,SI,,,SI,SI,
3601,CORDOBA,,Despeñaderos,SI,--,,SI,SI,SI,,SI,--
3602,CORDOBA,,,--,--,,,--,--,--,,--
3603,CORDOBA,Santa María,,--,--,--,,SI,SI,--,--,
3604,CORDOBA,,,--,--,,,SI,SI,,--,--
3605,CORDOBA,Santa María,Falda del Carmen,,--,--,--,,--,SI,,--
3606,,Santa María,José de la Quintana,,,--,--,,,--,--,--
3607,CORDOBA,,,--,--,,,--,--,,--,
3608,CORDOBA,Santa María,,--,--,--,,SI,--,--,--,
3609,,Santa María,La Cumbrecita,,,--,--,,--,SI,SI,--
3610,,Santa María,La Donosa,--,,--,--,--,,--,,--
3611,CABA,COMUNA 15,,SI,SI,SI,,SI,SI,,SI,
3612,CATAMARCA,,Chuchucaruana,--,--,,--,--,--,,--,
3613,CATAMARCA,,,--,--,,,--,--,,,--
3614,CATAMARCA,Ambato,,--,--,--,,SI,--,--,,SI
3615,,Ambato,El Rodeo,,,--,--,,,SI,SI,
3616,CATAMARCA,Ambato,Huaycama,,--,--,--,,--,--,--,--
3617,CATAMARCA,Ambato,,--,--,--,,SI,--,SI,--,SI
3618,CATAMARCA,,Las Chacritas,--,--,,--,--,--,,,SI
3619,CATAMARCA,,Las Juntas,--,--,,--,SI,--,,--,--
3620,CATAMARCA,,,--,--,,,--,--,,--,
3621,,Ambato,Los Talas,--,,--,--,--,,--,,--
3622,,Saladas,Saladas,,,--,--,,,SI,,SI
3623,CORRIENTES,Saladas,San Lorenzo,,--,--,SI,,SI,SI,SI,
3624,,San Cosme,Ingenio Primer Correntino,--,,--,--,,,--,--,
3625,CORRIENTES,San Cosme,,--,--,--,,SI,SI,SI,,SI
3626,CORRIENTES,,San Cosme,SI,--,,--,SI,SI,,SI,SI
3627,,San Cosme,Santa Ana,,,--,--,,,SI,SI,--
3628,CORRIENTES,San Luis del Palmar,San Luis del Palmar,,--,--,--,,SI,SI,--,
3629,CORRIENTES,,,--,--,,,SI,--,,--,--
3630,CORRIENTES,,Guaviraví,--,--,,--,SI,--,,,--
3631,,San Martín,La Cruz,,,--,--,,,SI,--,SI
3632,,San Martín,Yapeyú,--,,--,--,SI,,SI,--,
3633,,San Miguel,Loreto,--,,--,--,SI,,SI,,SI
3634,CORRIENTES,San Miguel,San Miguel,,--,--,--,,SI,SI,SI,SI
3635,CORDOBA,,Toledo,SI,--,,,SI,SI,,SI,
3636,CORDOBA,Santa María,,--,--,--,,--,--,--,--,--
3637,CORDOBA,Santa María,Valle de Anisacate,,--,--,--,,--,--,SI,--
3638,,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),,,--,--,,,SI,,--
3639,,Santa María,Villa del Prado,,,--,--,,,--,SI,
3640,,Santa María,Villa La Bolsa,--,,--,--,SI,,--,SI,--
3641,CORDOBA,,,SI,--,,,--,--,,,--
3642,CORDOBA,,Villa Parque Santa Ana,SI,--,,--,SI,SI,,--,--
3643,CORDOBA,,,--,--,,--,--,--,,SI,--
3644,CORDOBA,Santa María,,--,--,--,,SI,SI,--,--,
3645,,Santa María,Yocsina,--,,--,--,SI,,--,--,--
3646,CORDOBA,Sobremonte,Caminiaga,,--,--,SI,,--,--,,--
3647,CORDOBA,Sobremonte,,--,--,--,,--,--,--,--,
3648,CORDOBA,,,--,--,,,--,--,,--,--
3649,,Sobremonte,Pozo Nuevo,--,,--,--,SI,,--,,--
3650,,Sobremonte,San Francisco del Chañar,,,--,SI,,,SI,,SI
3651,CORDOBA,,Almafuerte,SI,SI,,SI,SI,SI,,SI,
3652,CORDOBA,,,--,--,,,SI,--,,SI,
3653,CORDOBA,Tercero Arriba,,--,--,--,,SI,SI,--,,SI
3654,CORDOBA,,Dalmacio Vélez,--,--,,SI,SI,SI,,,--
3655,CORDOBA,Tercero Arriba,General Fotheringham,,--,--,--,,SI,SI,SI,--
3656,,Tercero Arriba,Hernando,,,--,SI,SI,,SI,--,
3657,CORDOBA,,,SI,SI,,,SI,SI,,,--
3658,CORDOBA,Tercero Arriba,,--,--,--,,SI,--,SI,SI,--
3659,CORDOBA,Tercero Arriba,,SI,--,--,,SI,SI,,SI,
3660,CORDOBA,,Los Zorros,--,--,,--,SI,SI,,--,--
3661,,Punilla,La Cumbre,,,--,--,,SI,SI,,--
3662,,Punilla,La Falda,SI,,--,SI,SI,,SI,,--
3663,,Punilla,Las Jarillas,,,--,--,,,--,SI,
3664,CORDOBA,Punilla,Los Cocos,,--,--,--,,SI,SI,SI,
3665,CORDOBA,,,--,--,,,--,--,,,--
3666,CORDOBA,Punilla,,--,SI,--,,--,--,SI,,--
3667,CORDOBA,Punilla,Quebrada de Luna,,--,--,--,,--,--,--,
3668,,Punilla,San Antonio de Arredondo,,,--,SI,,,SI,SI,--
3669,CORDOBA,,San Esteban,SI,--,,--,--,--,,,--
3670,CORDOBA,,,--,--,,,SI,SI,--,SI,--
3671,,Punilla,San Roque Del Lago,--,,--,--,--,,--,--,
3672,CORDOBA,Punilla,Santa María de Punilla,,--,--,SI,,,SI,SI,--
3673,CORDOBA,Punilla,Tala Huasi,,--,--,--,,SI,--,SI,--
3674,,Punilla,Tanti,,,--,--,,,--,,--
3675,CORDOBA,Río Cuarto,,SI,--,--,,SI,--,SI,--,--
3676,CORDOBA,,,SI,SI,,,SI,SI,,--,
3677,,Río Cuarto,Las Peñas,SI,,--,--,SI,,SI,,--
3678,CORDOBA,Río Cuarto,Las Vertientes,,--,--,SI,,SI,SI,--,--
3679,,Río Cuarto,Malena,,,--,--,,,SI,--,--
3680,CORDOBA,Río Cuarto,Monte de los Gauchos,,--,--,--,,--,SI,--,
3681,CORDOBA,,,--,--,,,SI,--,,--,--
3682,CORDOBA,Río Cuarto,,SI,SI,SI,,SI,SI,SI,,SI
3683,CORDOBA,Río Cuarto,,SI,--,,,SI,SI,SI,SI,
3684,CORDOBA,,San Basilio,SI,--,,SI,SI,SI,,--,SI
3685,CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),,--,--,--,,,SI,,--
3686,,Tercero Arriba,Oliva,SI,,--,SI,SI,,SI,SI,--
3687,CORDOBA,,Pampayasta Norte,--,--,,--,--,--,,SI,
3688,CORDOBA,,,--,--,,,SI,SI,,--,
3689,CORDOBA,Tercero Arriba,Punta del Agua,,--,--,--,,--,--,,--
3690,,Tercero Arriba,Río Tercero,,,--,SI,,,SI,,SI
3691,CORDOBA,Tercero Arriba,,SI,--,--,,SI,SI,SI,SI,
3692,CORDOBA,,,--,--,,,SI,SI,,SI,
3693,CORDOBA,,Candelaria Sur,--,--,,--,--,--,,,--
3694,CORDOBA,Totoral,,--,--,--,,SI,SI,,--,--
3695,,Totoral,Capilla de Sitón,--,,--,--,SI,,SI,--,
3696,CORDOBA,Totoral,La Pampa,,,--,--,,--,--,--,
3697,CORDOBA,,,--,--,,,--,--,,--,--
3698,CORDOBA,,Las Peñas,SI,--,,--,SI,SI,,,--
3699,CORDOBA,,,--,--,,,--,--,,--,--
3700,CORDOBA,Totoral,,--,--,--,,--,--,--,--,
3701,,Santa María,La Paisanita,,,--,--,,,SI,,--
3702,CORDOBA,Santa María,La Perla,,--,--,--,,SI,--,,--
3703,,Santa María,La Rancherita,,,--,--,,--,--,SI,
3704,,Santa María,La Serranita,--,,--,--,SI,,SI,SI,
3705,CORDOBA,Santa María,,--,--,--,,SI,SI,,,--
3706,CORDOBA,,Lozada,--,--,,--,SI,SI,,SI,--
3707,,Santa María,Malagueño,SI,,--,SI,SI,,SI,SI,--
3708,,Santa María,Mi Valle,,,--,--,,,--,--,
3709,CORDOBA,Santa María,,--,--,--,,SI,SI,--,--,--
3710,CORDOBA,,,--,--,,,SI,SI,,,--
3711,CORDOBA,Santa María,Potrero de Garay,,--,--,SI,,SI,SI,SI,--
3712,,Santa María,Rafael García,,,--,--,,,SI,SI,
3713,,Santa María,San Clemente,--,,--,--,SI,,SI,,--
3714,CORDOBA,Santa María,San Nicolás,,--,--,--,,,SI,--,--
3715,CORDOBA,,Socavones,--,--,,--,--,--,,--,
3716,CORDOBA,Santa María,,--,--,,,--,--,--,--,--
3717,,Santa María,Tierra Alta,,,--,--,,,--,--,--
3718,,Colón,La Clarita,--,,--,--,SI,,SI,,--
3719,,Colón,Pueblo Cazes,--,,--,--,--,,--,SI,--
3720,ENTRE RIOS,Colón,Pueblo Liebig's,,--,--,--,,SI,SI,SI,
3721,ENTRE RIOS,,San José,SI,--,,,SI,SI,,SI,--
3722,ENTRE RIOS,Colón,,SI,--,--,,SI,SI,SI,,--
3723,ENTRE RIOS,,,SI,SI,,,SI,SI,,SI,
3724,ENTRE RIOS,,Benito Legeren,--,--,,--,SI,SI,,--,--
3725,,Concordia,Calabacilla,,,--,--,,,--,,--
3726,,Concordia,Clodomiro Ledesma,--,,--,--,SI,,--,SI,--
3727,ENTRE RIOS,,Colonia Ayuí,--,--,,--,SI,SI,,SI,--
3728,ENTRE RIOS,,,--,--,--,,--,--,--,--,
3729,ENTRE RIOS,Concordia,Colonia Yeruá,,--,--,--,,--,--,--,--
3730,,Concordia,Concordia,SI,,--,SI,,,SI,,SI
3731,ENTRE RIOS,Concordia,,--,--,--,,--,--,--,--,
3732,ENTRE RIOS,,Estación Yeruá,--,--,,--,SI,--,,SI,
